2025-12-28 18:45:35,051 | INFO | Logging initialized. Log file: results\continuous_control\run_20251228_184535\run.log
2025-12-28 18:45:35,052 | INFO | Results will be saved to: results\continuous_control\run_20251228_184535
2025-12-28 18:45:35,052 | INFO | Seeds: (29,)
2025-12-28 18:45:35,052 | INFO | Unity exe: C:\Users\anhtu\pyspark\Reinforcement_Learning_Projects\deep-reinforcement-learning-master\p2_continuous-control\20_Agents_Reacher_Windows_x86_64\Reacher.exe
2025-12-28 18:45:35,056 | INFO | Hyperparameter search enabled. Trials to run: 10 (max-trials=10)
2025-12-28 18:45:35,058 | INFO | [trial_001] Starting trial with hparams: {"batch_size":500,"buffer_size":100000,"exploration_noise_ratio":0.05,"hidden_dims":[256,256],"lr":0.0005,"n_warmup_batches":5,"optimizer":"Adam","target_update_every":5,"tau":0.01}
2025-12-29 17:21:27,180 | INFO | [trial_009 | seed 29] elapsed_time 00:35:06, episode 0034, episode_env_steps 1001, episode_sum_max_reward_per_step 39.629999, episode_sum_max_abs_reward_per_step 39.629999, mean_reward_over_100_episodes_from_training 08.83±09.10, mean_exploration_ratio_over_100_episodes_from_training 0.0146±0.0010, mean_reward_over_100_episodes_from_eval 09.44±09.43
2025-12-29 17:22:24,388 | INFO | [trial_009 | seed 29] elapsed_time 00:36:03, episode 0035, episode_env_steps 1001, episode_sum_max_reward_per_step 39.639999, episode_sum_max_abs_reward_per_step 39.639999, mean_reward_over_100_episodes_from_training 09.35±09.49, mean_exploration_ratio_over_100_episodes_from_training 0.0147±0.0012, mean_reward_over_100_episodes_from_eval 09.94±09.75
2025-12-29 17:23:24,234 | INFO | [trial_009 | seed 29] elapsed_time 00:37:03, episode 0036, episode_env_steps 1001, episode_sum_max_reward_per_step 39.679999, episode_sum_max_abs_reward_per_step 39.679999, mean_reward_over_100_episodes_from_training 09.87±09.85, mean_exploration_ratio_over_100_episodes_from_training 0.0148±0.0013, mean_reward_over_100_episodes_from_eval 10.45±10.10
2025-12-29 17:24:21,019 | INFO | [trial_009 | seed 29] elapsed_time 00:37:59, episode 0037, episode_env_steps 1001, episode_sum_max_reward_per_step 39.719999, episode_sum_max_abs_reward_per_step 39.719999, mean_reward_over_100_episodes_from_training 10.39±10.23, mean_exploration_ratio_over_100_episodes_from_training 0.0149±0.0013, mean_reward_over_100_episodes_from_eval 10.99±10.49
2025-12-29 17:25:18,514 | INFO | [trial_009 | seed 29] elapsed_time 00:38:57, episode 0038, episode_env_steps 1001, episode_sum_max_reward_per_step 39.739999, episode_sum_max_abs_reward_per_step 39.739999, mean_reward_over_100_episodes_from_training 10.81±10.43, mean_exploration_ratio_over_100_episodes_from_training 0.0148±0.0012, mean_reward_over_100_episodes_from_eval 11.50±10.82
2025-12-29 17:26:16,032 | INFO | [trial_009 | seed 29] elapsed_time 00:39:54, episode 0039, episode_env_steps 1001, episode_sum_max_reward_per_step 39.649999, episode_sum_max_abs_reward_per_step 39.649999, mean_reward_over_100_episodes_from_training 11.31±10.75, mean_exploration_ratio_over_100_episodes_from_training 0.0149±0.0012, mean_reward_over_100_episodes_from_eval 12.02±11.18
2025-12-29 17:27:12,812 | INFO | [trial_009 | seed 29] elapsed_time 00:40:51, episode 0040, episode_env_steps 1001, episode_sum_max_reward_per_step 39.639999, episode_sum_max_abs_reward_per_step 39.639999, mean_reward_over_100_episodes_from_training 11.83±11.12, mean_exploration_ratio_over_100_episodes_from_training 0.0149±0.0012, mean_reward_over_100_episodes_from_eval 12.54±11.50
2025-12-29 17:28:07,921 | INFO | [trial_009 | seed 29] elapsed_time 00:41:46, episode 0041, episode_env_steps 1001, episode_sum_max_reward_per_step 39.709999, episode_sum_max_abs_reward_per_step 39.709999, mean_reward_over_100_episodes_from_training 12.37±11.52, mean_exploration_ratio_over_100_episodes_from_training 0.0149±0.0012, mean_reward_over_100_episodes_from_eval 13.06±11.86
2025-12-29 17:29:05,034 | INFO | [trial_009 | seed 29] elapsed_time 00:42:43, episode 0042, episode_env_steps 1001, episode_sum_max_reward_per_step 39.699999, episode_sum_max_abs_reward_per_step 39.699999, mean_reward_over_100_episodes_from_training 12.90±11.89, mean_exploration_ratio_over_100_episodes_from_training 0.0149±0.0012, mean_reward_over_100_episodes_from_eval 13.60±12.22
2025-12-29 17:30:02,361 | INFO | [trial_009 | seed 29] elapsed_time 00:43:41, episode 0043, episode_env_steps 1001, episode_sum_max_reward_per_step 39.729999, episode_sum_max_abs_reward_per_step 39.729999, mean_reward_over_100_episodes_from_training 13.45±12.30, mean_exploration_ratio_over_100_episodes_from_training 0.0149±0.0012, mean_reward_over_100_episodes_from_eval 14.17±12.64
2025-12-29 17:30:58,724 | INFO | [trial_009 | seed 29] elapsed_time 00:44:37, episode 0044, episode_env_steps 1001, episode_sum_max_reward_per_step 39.699999, episode_sum_max_abs_reward_per_step 39.699999, mean_reward_over_100_episodes_from_training 14.00±12.69, mean_exploration_ratio_over_100_episodes_from_training 0.0149±0.0012, mean_reward_over_100_episodes_from_eval 14.73±13.04
2025-12-29 17:31:55,081 | INFO | [trial_009 | seed 29] elapsed_time 00:45:33, episode 0045, episode_env_steps 1001, episode_sum_max_reward_per_step 39.669999, episode_sum_max_abs_reward_per_step 39.669999, mean_reward_over_100_episodes_from_training 14.52±13.04, mean_exploration_ratio_over_100_episodes_from_training 0.0149±0.0012, mean_reward_over_100_episodes_from_eval 15.22±13.32
2025-12-29 17:32:46,398 | INFO | [trial_009 | seed 29] elapsed_time 00:46:25, episode 0046, episode_env_steps 1001, episode_sum_max_reward_per_step 39.709999, episode_sum_max_abs_reward_per_step 39.709999, mean_reward_over_100_episodes_from_training 15.01±13.31, mean_exploration_ratio_over_100_episodes_from_training 0.0149±0.0012, mean_reward_over_100_episodes_from_eval 15.71±13.58
2025-12-29 17:33:37,432 | INFO | [trial_009 | seed 29] elapsed_time 00:47:16, episode 0047, episode_env_steps 1001, episode_sum_max_reward_per_step 39.679999, episode_sum_max_abs_reward_per_step 39.679999, mean_reward_over_100_episodes_from_training 15.48±13.57, mean_exploration_ratio_over_100_episodes_from_training 0.0149±0.0012, mean_reward_over_100_episodes_from_eval 16.18±13.82
2025-12-29 17:34:25,973 | INFO | [trial_009 | seed 29] elapsed_time 00:48:04, episode 0048, episode_env_steps 1001, episode_sum_max_reward_per_step 39.639999, episode_sum_max_abs_reward_per_step 39.639999, mean_reward_over_100_episodes_from_training 15.93±13.78, mean_exploration_ratio_over_100_episodes_from_training 0.0149±0.0011, mean_reward_over_100_episodes_from_eval 16.62±14.02
2025-12-29 17:35:13,258 | INFO | [trial_009 | seed 29] elapsed_time 00:48:52, episode 0049, episode_env_steps 1001, episode_sum_max_reward_per_step 39.649999, episode_sum_max_abs_reward_per_step 39.649999, mean_reward_over_100_episodes_from_training 16.38±14.01, mean_exploration_ratio_over_100_episodes_from_training 0.0149±0.0011, mean_reward_over_100_episodes_from_eval 17.07±14.24
2025-12-29 17:35:58,751 | INFO | [trial_009 | seed 29] elapsed_time 00:49:37, episode 0050, episode_env_steps 1001, episode_sum_max_reward_per_step 39.679999, episode_sum_max_abs_reward_per_step 39.679999, mean_reward_over_100_episodes_from_training 16.82±14.21, mean_exploration_ratio_over_100_episodes_from_training 0.0149±0.0011, mean_reward_over_100_episodes_from_eval 17.49±14.41
2025-12-29 17:36:45,084 | INFO | [trial_009 | seed 29] elapsed_time 00:50:23, episode 0051, episode_env_steps 1001, episode_sum_max_reward_per_step 39.539999, episode_sum_max_abs_reward_per_step 39.539999, mean_reward_over_100_episodes_from_training 17.23±14.38, mean_exploration_ratio_over_100_episodes_from_training 0.0149±0.0011, mean_reward_over_100_episodes_from_eval 17.89±14.55
2025-12-29 17:37:30,858 | INFO | [trial_009 | seed 29] elapsed_time 00:51:09, episode 0052, episode_env_steps 1001, episode_sum_max_reward_per_step 39.739999, episode_sum_max_abs_reward_per_step 39.739999, mean_reward_over_100_episodes_from_training 17.64±14.54, mean_exploration_ratio_over_100_episodes_from_training 0.0149±0.0011, mean_reward_over_100_episodes_from_eval 18.30±14.70
2025-12-29 17:38:18,586 | INFO | [trial_009 | seed 29] elapsed_time 00:51:57, episode 0053, episode_env_steps 1001, episode_sum_max_reward_per_step 39.649999, episode_sum_max_abs_reward_per_step 39.649999, mean_reward_over_100_episodes_from_training 18.02±14.67, mean_exploration_ratio_over_100_episodes_from_training 0.0149±0.0011, mean_reward_over_100_episodes_from_eval 18.67±14.82
2025-12-29 17:39:05,111 | INFO | [trial_009 | seed 29] elapsed_time 00:52:44, episode 0054, episode_env_steps 1001, episode_sum_max_reward_per_step 39.689999, episode_sum_max_abs_reward_per_step 39.689999, mean_reward_over_100_episodes_from_training 18.38±14.78, mean_exploration_ratio_over_100_episodes_from_training 0.0149±0.0011, mean_reward_over_100_episodes_from_eval 19.04±14.92
2025-12-29 17:39:51,964 | INFO | [trial_009 | seed 29] elapsed_time 00:53:30, episode 0055, episode_env_steps 1001, episode_sum_max_reward_per_step 39.659999, episode_sum_max_abs_reward_per_step 39.659999, mean_reward_over_100_episodes_from_training 18.74±14.88, mean_exploration_ratio_over_100_episodes_from_training 0.0148±0.0011, mean_reward_over_100_episodes_from_eval 19.39±15.02
2025-12-29 17:40:39,077 | INFO | [trial_009 | seed 29] elapsed_time 00:54:17, episode 0056, episode_env_steps 1001, episode_sum_max_reward_per_step 39.679999, episode_sum_max_abs_reward_per_step 39.679999, mean_reward_over_100_episodes_from_training 19.08±14.97, mean_exploration_ratio_over_100_episodes_from_training 0.0148±0.0011, mean_reward_over_100_episodes_from_eval 19.73±15.11
2025-12-29 17:41:26,005 | INFO | [trial_009 | seed 29] elapsed_time 00:55:04, episode 0057, episode_env_steps 1001, episode_sum_max_reward_per_step 39.699999, episode_sum_max_abs_reward_per_step 39.699999, mean_reward_over_100_episodes_from_training 19.40±15.03, mean_exploration_ratio_over_100_episodes_from_training 0.0148±0.0011, mean_reward_over_100_episodes_from_eval 20.05±15.17
2025-12-29 17:42:11,317 | INFO | [trial_009 | seed 29] elapsed_time 00:55:50, episode 0058, episode_env_steps 1001, episode_sum_max_reward_per_step 39.589999, episode_sum_max_abs_reward_per_step 39.589999, mean_reward_over_100_episodes_from_training 19.70±15.08, mean_exploration_ratio_over_100_episodes_from_training 0.0148±0.0011, mean_reward_over_100_episodes_from_eval 20.30±15.16
2025-12-29 17:42:57,438 | INFO | [trial_009 | seed 29] elapsed_time 00:56:36, episode 0059, episode_env_steps 1001, episode_sum_max_reward_per_step 39.679999, episode_sum_max_abs_reward_per_step 39.679999, mean_reward_over_100_episodes_from_training 19.99±15.12, mean_exploration_ratio_over_100_episodes_from_training 0.0147±0.0011, mean_reward_over_100_episodes_from_eval 20.59±15.20
2025-12-29 17:43:43,871 | INFO | [trial_009 | seed 29] elapsed_time 00:57:22, episode 0060, episode_env_steps 1001, episode_sum_max_reward_per_step 39.659999, episode_sum_max_abs_reward_per_step 39.659999, mean_reward_over_100_episodes_from_training 20.27±15.15, mean_exploration_ratio_over_100_episodes_from_training 0.0147±0.0011, mean_reward_over_100_episodes_from_eval 20.86±15.22
2025-12-29 17:44:30,624 | INFO | [trial_009 | seed 29] elapsed_time 00:58:09, episode 0061, episode_env_steps 1001, episode_sum_max_reward_per_step 39.629999, episode_sum_max_abs_reward_per_step 39.629999, mean_reward_over_100_episodes_from_training 20.55±15.19, mean_exploration_ratio_over_100_episodes_from_training 0.0147±0.0012, mean_reward_over_100_episodes_from_eval 21.13±15.24
2025-12-29 17:45:19,502 | INFO | [trial_009 | seed 29] elapsed_time 00:58:58, episode 0062, episode_env_steps 1001, episode_sum_max_reward_per_step 39.689999, episode_sum_max_abs_reward_per_step 39.689999, mean_reward_over_100_episodes_from_training 20.83±15.22, mean_exploration_ratio_over_100_episodes_from_training 0.0147±0.0012, mean_reward_over_100_episodes_from_eval 21.41±15.27
2025-12-29 17:46:07,288 | INFO | [trial_009 | seed 29] elapsed_time 00:59:46, episode 0063, episode_env_steps 1001, episode_sum_max_reward_per_step 39.639999, episode_sum_max_abs_reward_per_step 39.639999, mean_reward_over_100_episodes_from_training 21.08±15.24, mean_exploration_ratio_over_100_episodes_from_training 0.0146±0.0012, mean_reward_over_100_episodes_from_eval 21.67±15.30
2025-12-29 17:46:53,802 | INFO | [trial_009 | seed 29] elapsed_time 01:00:32, episode 0064, episode_env_steps 1001, episode_sum_max_reward_per_step 39.699999, episode_sum_max_abs_reward_per_step 39.699999, mean_reward_over_100_episodes_from_training 21.34±15.26, mean_exploration_ratio_over_100_episodes_from_training 0.0146±0.0012, mean_reward_over_100_episodes_from_eval 21.91±15.30
2025-12-29 17:47:39,642 | INFO | [trial_009 | seed 29] elapsed_time 01:01:18, episode 0065, episode_env_steps 1001, episode_sum_max_reward_per_step 39.649999, episode_sum_max_abs_reward_per_step 39.649999, mean_reward_over_100_episodes_from_training 21.58±15.26, mean_exploration_ratio_over_100_episodes_from_training 0.0146±0.0012, mean_reward_over_100_episodes_from_eval 22.14±15.30
2025-12-29 17:48:25,427 | INFO | [trial_009 | seed 29] elapsed_time 01:02:04, episode 0066, episode_env_steps 1001, episode_sum_max_reward_per_step 39.659999, episode_sum_max_abs_reward_per_step 39.659999, mean_reward_over_100_episodes_from_training 21.82±15.27, mean_exploration_ratio_over_100_episodes_from_training 0.0146±0.0012, mean_reward_over_100_episodes_from_eval 22.38±15.31
2025-12-29 17:49:10,773 | INFO | [trial_009 | seed 29] elapsed_time 01:02:49, episode 0067, episode_env_steps 1001, episode_sum_max_reward_per_step 39.669999, episode_sum_max_abs_reward_per_step 39.669999, mean_reward_over_100_episodes_from_training 22.05±15.29, mean_exploration_ratio_over_100_episodes_from_training 0.0145±0.0012, mean_reward_over_100_episodes_from_eval 22.60±15.31
2025-12-29 17:49:56,539 | INFO | [trial_009 | seed 29] elapsed_time 01:03:35, episode 0068, episode_env_steps 1001, episode_sum_max_reward_per_step 39.659999, episode_sum_max_abs_reward_per_step 39.659999, mean_reward_over_100_episodes_from_training 22.26±15.27, mean_exploration_ratio_over_100_episodes_from_training 0.0145±0.0012, mean_reward_over_100_episodes_from_eval 22.83±15.31
2025-12-29 17:50:41,902 | INFO | [trial_009 | seed 29] elapsed_time 01:04:20, episode 0069, episode_env_steps 1001, episode_sum_max_reward_per_step 39.679999, episode_sum_max_abs_reward_per_step 39.679999, mean_reward_over_100_episodes_from_training 22.47±15.26, mean_exploration_ratio_over_100_episodes_from_training 0.0145±0.0013, mean_reward_over_100_episodes_from_eval 23.06±15.31
2025-12-29 17:51:27,243 | INFO | [trial_009 | seed 29] elapsed_time 01:05:06, episode 0070, episode_env_steps 1001, episode_sum_max_reward_per_step 39.619999, episode_sum_max_abs_reward_per_step 39.619999, mean_reward_over_100_episodes_from_training 22.67±15.24, mean_exploration_ratio_over_100_episodes_from_training 0.0144±0.0013, mean_reward_over_100_episodes_from_eval 23.25±15.29
2025-12-29 17:52:12,800 | INFO | [trial_009 | seed 29] elapsed_time 01:05:51, episode 0071, episode_env_steps 1001, episode_sum_max_reward_per_step 39.619999, episode_sum_max_abs_reward_per_step 39.619999, mean_reward_over_100_episodes_from_training 22.86±15.22, mean_exploration_ratio_over_100_episodes_from_training 0.0144±0.0013, mean_reward_over_100_episodes_from_eval 23.46±15.28
2025-12-29 17:52:59,678 | INFO | [trial_009 | seed 29] elapsed_time 01:06:38, episode 0072, episode_env_steps 1001, episode_sum_max_reward_per_step 39.709999, episode_sum_max_abs_reward_per_step 39.709999, mean_reward_over_100_episodes_from_training 23.05±15.20, mean_exploration_ratio_over_100_episodes_from_training 0.0144±0.0014, mean_reward_over_100_episodes_from_eval 23.65±15.26
2025-12-29 17:53:45,721 | INFO | [trial_009 | seed 29] elapsed_time 01:07:24, episode 0073, episode_env_steps 1001, episode_sum_max_reward_per_step 39.709999, episode_sum_max_abs_reward_per_step 39.709999, mean_reward_over_100_episodes_from_training 23.24±15.19, mean_exploration_ratio_over_100_episodes_from_training 0.0143±0.0014, mean_reward_over_100_episodes_from_eval 23.80±15.22
2025-12-29 17:54:30,310 | INFO | [trial_009 | seed 29] elapsed_time 01:08:09, episode 0074, episode_env_steps 1001, episode_sum_max_reward_per_step 39.679999, episode_sum_max_abs_reward_per_step 39.679999, mean_reward_over_100_episodes_from_training 23.43±15.18, mean_exploration_ratio_over_100_episodes_from_training 0.0143±0.0014, mean_reward_over_100_episodes_from_eval 23.99±15.20
2025-12-29 17:55:16,035 | INFO | [trial_009 | seed 29] elapsed_time 01:08:54, episode 0075, episode_env_steps 1001, episode_sum_max_reward_per_step 39.649999, episode_sum_max_abs_reward_per_step 39.649999, mean_reward_over_100_episodes_from_training 23.62±15.17, mean_exploration_ratio_over_100_episodes_from_training 0.0142±0.0015, mean_reward_over_100_episodes_from_eval 24.17±15.18
2025-12-29 17:56:00,708 | INFO | [trial_009 | seed 29] elapsed_time 01:09:39, episode 0076, episode_env_steps 1001, episode_sum_max_reward_per_step 39.659999, episode_sum_max_abs_reward_per_step 39.659999, mean_reward_over_100_episodes_from_training 23.79±15.14, mean_exploration_ratio_over_100_episodes_from_training 0.0142±0.0015, mean_reward_over_100_episodes_from_eval 24.29±15.12
2025-12-29 17:56:46,306 | INFO | [trial_009 | seed 29] elapsed_time 01:10:25, episode 0077, episode_env_steps 1001, episode_sum_max_reward_per_step 39.549999, episode_sum_max_abs_reward_per_step 39.549999, mean_reward_over_100_episodes_from_training 23.95±15.10, mean_exploration_ratio_over_100_episodes_from_training 0.0142±0.0015, mean_reward_over_100_episodes_from_eval 24.45±15.09
2025-12-29 17:57:33,392 | INFO | [trial_009 | seed 29] elapsed_time 01:11:12, episode 0078, episode_env_steps 1001, episode_sum_max_reward_per_step 39.629999, episode_sum_max_abs_reward_per_step 39.629999, mean_reward_over_100_episodes_from_training 24.09±15.06, mean_exploration_ratio_over_100_episodes_from_training 0.0141±0.0015, mean_reward_over_100_episodes_from_eval 24.58±15.04
2025-12-29 17:58:18,892 | INFO | [trial_009 | seed 29] elapsed_time 01:11:57, episode 0079, episode_env_steps 1001, episode_sum_max_reward_per_step 39.689999, episode_sum_max_abs_reward_per_step 39.689999, mean_reward_over_100_episodes_from_training 24.25±15.03, mean_exploration_ratio_over_100_episodes_from_training 0.0141±0.0016, mean_reward_over_100_episodes_from_eval 24.74±15.01
2025-12-29 17:59:03,755 | INFO | [trial_009 | seed 29] elapsed_time 01:12:42, episode 0080, episode_env_steps 1001, episode_sum_max_reward_per_step 39.689999, episode_sum_max_abs_reward_per_step 39.689999, mean_reward_over_100_episodes_from_training 24.40±15.00, mean_exploration_ratio_over_100_episodes_from_training 0.0141±0.0016, mean_reward_over_100_episodes_from_eval 24.90±14.99
2025-12-29 17:59:48,870 | INFO | [trial_009 | seed 29] elapsed_time 01:13:27, episode 0081, episode_env_steps 1001, episode_sum_max_reward_per_step 39.699999, episode_sum_max_abs_reward_per_step 39.699999, mean_reward_over_100_episodes_from_training 24.55±14.97, mean_exploration_ratio_over_100_episodes_from_training 0.0140±0.0016, mean_reward_over_100_episodes_from_eval 25.06±14.96
2025-12-29 18:00:34,185 | INFO | [trial_009 | seed 29] elapsed_time 01:14:13, episode 0082, episode_env_steps 1001, episode_sum_max_reward_per_step 39.589999, episode_sum_max_abs_reward_per_step 39.589999, mean_reward_over_100_episodes_from_training 24.69±14.93, mean_exploration_ratio_over_100_episodes_from_training 0.0140±0.0016, mean_reward_over_100_episodes_from_eval 25.18±14.91
2025-12-29 18:01:19,214 | INFO | [trial_009 | seed 29] elapsed_time 01:14:58, episode 0083, episode_env_steps 1001, episode_sum_max_reward_per_step 39.649999, episode_sum_max_abs_reward_per_step 39.649999, mean_reward_over_100_episodes_from_training 24.84±14.91, mean_exploration_ratio_over_100_episodes_from_training 0.0140±0.0016, mean_reward_over_100_episodes_from_eval 25.34±14.89
2025-12-29 18:02:05,167 | INFO | [trial_009 | seed 29] elapsed_time 01:15:44, episode 0084, episode_env_steps 1001, episode_sum_max_reward_per_step 39.689999, episode_sum_max_abs_reward_per_step 39.689999, mean_reward_over_100_episodes_from_training 24.97±14.87, mean_exploration_ratio_over_100_episodes_from_training 0.0139±0.0016, mean_reward_over_100_episodes_from_eval 25.48±14.86
2025-12-29 18:02:50,455 | INFO | [trial_009 | seed 29] elapsed_time 01:16:29, episode 0085, episode_env_steps 1001, episode_sum_max_reward_per_step 39.579999, episode_sum_max_abs_reward_per_step 39.579999, mean_reward_over_100_episodes_from_training 25.13±14.86, mean_exploration_ratio_over_100_episodes_from_training 0.0139±0.0017, mean_reward_over_100_episodes_from_eval 25.63±14.84
2025-12-29 18:03:36,222 | INFO | [trial_009 | seed 29] elapsed_time 01:17:15, episode 0086, episode_env_steps 1001, episode_sum_max_reward_per_step 39.689999, episode_sum_max_abs_reward_per_step 39.689999, mean_reward_over_100_episodes_from_training 25.28±14.83, mean_exploration_ratio_over_100_episodes_from_training 0.0139±0.0017, mean_reward_over_100_episodes_from_eval 25.77±14.81
2025-12-29 18:04:20,729 | INFO | [trial_009 | seed 29] elapsed_time 01:17:59, episode 0087, episode_env_steps 1001, episode_sum_max_reward_per_step 39.629999, episode_sum_max_abs_reward_per_step 39.629999, mean_reward_over_100_episodes_from_training 25.41±14.80, mean_exploration_ratio_over_100_episodes_from_training 0.0139±0.0017, mean_reward_over_100_episodes_from_eval 25.90±14.77
2025-12-29 18:05:06,143 | INFO | [trial_009 | seed 29] elapsed_time 01:18:45, episode 0088, episode_env_steps 1001, episode_sum_max_reward_per_step 39.719999, episode_sum_max_abs_reward_per_step 39.719999, mean_reward_over_100_episodes_from_training 25.51±14.74, mean_exploration_ratio_over_100_episodes_from_training 0.0138±0.0017, mean_reward_over_100_episodes_from_eval 26.02±14.73
2025-12-29 18:05:50,893 | INFO | [trial_009 | seed 29] elapsed_time 01:19:29, episode 0089, episode_env_steps 1001, episode_sum_max_reward_per_step 39.689999, episode_sum_max_abs_reward_per_step 39.689999, mean_reward_over_100_episodes_from_training 25.62±14.70, mean_exploration_ratio_over_100_episodes_from_training 0.0138±0.0017, mean_reward_over_100_episodes_from_eval 26.13±14.69
2025-12-29 18:06:36,578 | INFO | [trial_009 | seed 29] elapsed_time 01:20:15, episode 0090, episode_env_steps 1001, episode_sum_max_reward_per_step 39.619999, episode_sum_max_abs_reward_per_step 39.619999, mean_reward_over_100_episodes_from_training 25.74±14.66, mean_exploration_ratio_over_100_episodes_from_training 0.0138±0.0017, mean_reward_over_100_episodes_from_eval 26.27±14.67
2025-12-29 18:07:21,236 | INFO | [trial_009 | seed 29] elapsed_time 01:21:00, episode 0091, episode_env_steps 1001, episode_sum_max_reward_per_step 39.669999, episode_sum_max_abs_reward_per_step 39.669999, mean_reward_over_100_episodes_from_training 25.85±14.62, mean_exploration_ratio_over_100_episodes_from_training 0.0137±0.0017, mean_reward_over_100_episodes_from_eval 26.40±14.64
2025-12-29 18:08:07,016 | INFO | [trial_009 | seed 29] elapsed_time 01:21:45, episode 0092, episode_env_steps 1001, episode_sum_max_reward_per_step 39.679999, episode_sum_max_abs_reward_per_step 39.679999, mean_reward_over_100_episodes_from_training 25.97±14.59, mean_exploration_ratio_over_100_episodes_from_training 0.0137±0.0017, mean_reward_over_100_episodes_from_eval 26.51±14.60
2025-12-29 18:08:51,476 | INFO | [trial_009 | seed 29] elapsed_time 01:22:30, episode 0093, episode_env_steps 1001, episode_sum_max_reward_per_step 39.629999, episode_sum_max_abs_reward_per_step 39.629999, mean_reward_over_100_episodes_from_training 26.08±14.54, mean_exploration_ratio_over_100_episodes_from_training 0.0137±0.0018, mean_reward_over_100_episodes_from_eval 26.60±14.55
2025-12-29 18:09:37,348 | INFO | [trial_009 | seed 29] elapsed_time 01:23:16, episode 0094, episode_env_steps 1001, episode_sum_max_reward_per_step 39.649999, episode_sum_max_abs_reward_per_step 39.649999, mean_reward_over_100_episodes_from_training 26.17±14.50, mean_exploration_ratio_over_100_episodes_from_training 0.0137±0.0018, mean_reward_over_100_episodes_from_eval 26.69±14.50
2025-12-29 18:10:22,436 | INFO | [trial_009 | seed 29] elapsed_time 01:24:01, episode 0095, episode_env_steps 1001, episode_sum_max_reward_per_step 39.679999, episode_sum_max_abs_reward_per_step 39.679999, mean_reward_over_100_episodes_from_training 26.28±14.46, mean_exploration_ratio_over_100_episodes_from_training 0.0136±0.0018, mean_reward_over_100_episodes_from_eval 26.78±14.45
2025-12-29 18:11:08,597 | INFO | [trial_009 | seed 29] elapsed_time 01:24:47, episode 0096, episode_env_steps 1001, episode_sum_max_reward_per_step 39.599999, episode_sum_max_abs_reward_per_step 39.599999, mean_reward_over_100_episodes_from_training 26.37±14.41, mean_exploration_ratio_over_100_episodes_from_training 0.0136±0.0018, mean_reward_over_100_episodes_from_eval 26.88±14.41
2025-12-29 18:11:53,355 | INFO | [trial_009 | seed 29] elapsed_time 01:25:32, episode 0097, episode_env_steps 1001, episode_sum_max_reward_per_step 39.649999, episode_sum_max_abs_reward_per_step 39.649999, mean_reward_over_100_episodes_from_training 26.46±14.36, mean_exploration_ratio_over_100_episodes_from_training 0.0136±0.0018, mean_reward_over_100_episodes_from_eval 26.99±14.38
2025-12-29 18:12:39,806 | INFO | [trial_009 | seed 29] elapsed_time 01:26:18, episode 0098, episode_env_steps 1001, episode_sum_max_reward_per_step 39.679999, episode_sum_max_abs_reward_per_step 39.679999, mean_reward_over_100_episodes_from_training 26.56±14.33, mean_exploration_ratio_over_100_episodes_from_training 0.0135±0.0018, mean_reward_over_100_episodes_from_eval 27.10±14.35
2025-12-29 18:13:26,218 | INFO | [trial_009 | seed 29] elapsed_time 01:27:05, episode 0099, episode_env_steps 1001, episode_sum_max_reward_per_step 39.669999, episode_sum_max_abs_reward_per_step 39.669999, mean_reward_over_100_episodes_from_training 26.66±14.29, mean_exploration_ratio_over_100_episodes_from_training 0.0135±0.0018, mean_reward_over_100_episodes_from_eval 27.21±14.31
2025-12-29 18:14:12,137 | INFO | [trial_009 | seed 29] elapsed_time 01:27:51, episode 0100, episode_env_steps 1001, episode_sum_max_reward_per_step 39.739999, episode_sum_max_abs_reward_per_step 39.739999, mean_reward_over_100_episodes_from_training 27.03±14.10, mean_exploration_ratio_over_100_episodes_from_training 0.0135±0.0018, mean_reward_over_100_episodes_from_eval 27.57±14.10
2025-12-29 18:14:59,063 | INFO | [trial_009 | seed 29] elapsed_time 01:28:37, episode 0101, episode_env_steps 1001, episode_sum_max_reward_per_step 39.739999, episode_sum_max_abs_reward_per_step 39.739999, mean_reward_over_100_episodes_from_training 27.39±13.89, mean_exploration_ratio_over_100_episodes_from_training 0.0135±0.0018, mean_reward_over_100_episodes_from_eval 27.92±13.87
2025-12-29 18:15:44,903 | INFO | [trial_009 | seed 29] elapsed_time 01:29:23, episode 0102, episode_env_steps 1001, episode_sum_max_reward_per_step 39.639999, episode_sum_max_abs_reward_per_step 39.639999, mean_reward_over_100_episodes_from_training 27.74±13.66, mean_exploration_ratio_over_100_episodes_from_training 0.0135±0.0018, mean_reward_over_100_episodes_from_eval 28.28±13.65
2025-12-29 18:16:30,285 | INFO | [trial_009 | seed 29] elapsed_time 01:30:09, episode 0103, episode_env_steps 1001, episode_sum_max_reward_per_step 39.629999, episode_sum_max_abs_reward_per_step 39.629999, mean_reward_over_100_episodes_from_training 28.09±13.42, mean_exploration_ratio_over_100_episodes_from_training 0.0134±0.0019, mean_reward_over_100_episodes_from_eval 28.63±13.41
2025-12-29 18:17:15,511 | INFO | [trial_009 | seed 29] elapsed_time 01:30:54, episode 0104, episode_env_steps 1001, episode_sum_max_reward_per_step 39.689999, episode_sum_max_abs_reward_per_step 39.689999, mean_reward_over_100_episodes_from_training 28.44±13.17, mean_exploration_ratio_over_100_episodes_from_training 0.0134±0.0019, mean_reward_over_100_episodes_from_eval 28.98±13.14
