2025-12-29 22:50:41,816 | INFO | Logging initialized. Log file: results\continuous_control\run_20251229_225041\run.log
2025-12-29 22:50:41,816 | INFO | Results will be saved to: results\continuous_control\run_20251229_225041
2025-12-29 22:50:41,816 | INFO | Seeds: (33, 41, 66, 39, 8, 77, 21, 20, 44, 22)
2025-12-29 22:50:41,816 | INFO | Unity exe: C:\Users\anhtu\pyspark\Reinforcement_Learning_Projects\deep-reinforcement-learning-master\p2_continuous-control\20_Agents_Reacher_Windows_x86_64\Reacher.exe
2025-12-29 22:50:41,816 | INFO | No hyperparameter search requested; running a single configuration.
2025-12-29 22:50:41,816 | INFO | Using hyperparameters: {"batch_size":500,"buffer_size":100000,"exploration_noise_ratio":0.05,"hidden_dims":[256,256],"lr":0.0005,"n_warmup_batches":5,"optimizer":"Adam","target_update_every":5,"tau":0.01}
2025-12-30 13:08:22,071 | INFO | [default | seed 20] elapsed_time 00:40:01, episode 0040, episode_env_steps 1001, episode_sum_max_reward_per_step 39.579999, episode_sum_max_abs_reward_per_step 39.579999, mean_reward_over_100_episodes_from_training 25.07±13.88, mean_exploration_ratio_over_100_episodes_from_training 0.0148±0.0018, mean_reward_over_100_episodes_from_eval 26.11±14.04
2025-12-30 13:09:17,979 | INFO | [default | seed 20] elapsed_time 00:40:57, episode 0041, episode_env_steps 1001, episode_sum_max_reward_per_step 39.589999, episode_sum_max_abs_reward_per_step 39.589999, mean_reward_over_100_episodes_from_training 25.31±13.80, mean_exploration_ratio_over_100_episodes_from_training 0.0147±0.0018, mean_reward_over_100_episodes_from_eval 26.40±14.00
2025-12-30 13:10:13,969 | INFO | [default | seed 20] elapsed_time 00:41:53, episode 0042, episode_env_steps 1001, episode_sum_max_reward_per_step 39.659999, episode_sum_max_abs_reward_per_step 39.659999, mean_reward_over_100_episodes_from_training 25.56±13.73, mean_exploration_ratio_over_100_episodes_from_training 0.0147±0.0018, mean_reward_over_100_episodes_from_eval 26.65±13.93
2025-12-30 13:11:09,480 | INFO | [default | seed 20] elapsed_time 00:42:49, episode 0043, episode_env_steps 1001, episode_sum_max_reward_per_step 39.629999, episode_sum_max_abs_reward_per_step 39.629999, mean_reward_over_100_episodes_from_training 25.75±13.63, mean_exploration_ratio_over_100_episodes_from_training 0.0146±0.0018, mean_reward_over_100_episodes_from_eval 26.77±13.79
2025-12-30 13:12:04,218 | INFO | [default | seed 20] elapsed_time 00:43:43, episode 0044, episode_env_steps 1001, episode_sum_max_reward_per_step 39.679999, episode_sum_max_abs_reward_per_step 39.679999, mean_reward_over_100_episodes_from_training 25.95±13.54, mean_exploration_ratio_over_100_episodes_from_training 0.0146±0.0018, mean_reward_over_100_episodes_from_eval 26.93±13.68
2025-12-30 13:12:59,814 | INFO | [default | seed 20] elapsed_time 00:44:39, episode 0045, episode_env_steps 1001, episode_sum_max_reward_per_step 39.689999, episode_sum_max_abs_reward_per_step 39.689999, mean_reward_over_100_episodes_from_training 26.15±13.47, mean_exploration_ratio_over_100_episodes_from_training 0.0145±0.0018, mean_reward_over_100_episodes_from_eval 27.05±13.55
2025-12-30 13:13:56,269 | INFO | [default | seed 20] elapsed_time 00:45:35, episode 0046, episode_env_steps 1001, episode_sum_max_reward_per_step 39.679999, episode_sum_max_abs_reward_per_step 39.679999, mean_reward_over_100_episodes_from_training 26.30±13.36, mean_exploration_ratio_over_100_episodes_from_training 0.0145±0.0019, mean_reward_over_100_episodes_from_eval 27.19±13.44
2025-12-30 13:14:52,986 | INFO | [default | seed 20] elapsed_time 00:46:32, episode 0047, episode_env_steps 1001, episode_sum_max_reward_per_step 39.659999, episode_sum_max_abs_reward_per_step 39.659999, mean_reward_over_100_episodes_from_training 26.41±13.24, mean_exploration_ratio_over_100_episodes_from_training 0.0144±0.0019, mean_reward_over_100_episodes_from_eval 27.22±13.30
2025-12-30 13:15:49,091 | INFO | [default | seed 20] elapsed_time 00:47:28, episode 0048, episode_env_steps 1001, episode_sum_max_reward_per_step 39.649999, episode_sum_max_abs_reward_per_step 39.649999, mean_reward_over_100_episodes_from_training 26.53±13.13, mean_exploration_ratio_over_100_episodes_from_training 0.0144±0.0019, mean_reward_over_100_episodes_from_eval 27.37±13.20
2025-12-30 13:16:45,217 | INFO | [default | seed 20] elapsed_time 00:48:24, episode 0049, episode_env_steps 1001, episode_sum_max_reward_per_step 39.689999, episode_sum_max_abs_reward_per_step 39.689999, mean_reward_over_100_episodes_from_training 26.72±13.07, mean_exploration_ratio_over_100_episodes_from_training 0.0143±0.0019, mean_reward_over_100_episodes_from_eval 27.56±13.14
2025-12-30 13:17:41,143 | INFO | [default | seed 20] elapsed_time 00:49:20, episode 0050, episode_env_steps 1001, episode_sum_max_reward_per_step 39.649999, episode_sum_max_abs_reward_per_step 39.649999, mean_reward_over_100_episodes_from_training 26.90±13.00, mean_exploration_ratio_over_100_episodes_from_training 0.0143±0.0019, mean_reward_over_100_episodes_from_eval 27.69±13.04
2025-12-30 13:18:35,851 | INFO | [default | seed 20] elapsed_time 00:50:15, episode 0051, episode_env_steps 1001, episode_sum_max_reward_per_step 39.659999, episode_sum_max_abs_reward_per_step 39.659999, mean_reward_over_100_episodes_from_training 27.09±12.95, mean_exploration_ratio_over_100_episodes_from_training 0.0142±0.0019, mean_reward_over_100_episodes_from_eval 27.88±12.99
2025-12-30 13:19:31,263 | INFO | [default | seed 20] elapsed_time 00:51:10, episode 0052, episode_env_steps 1001, episode_sum_max_reward_per_step 39.699999, episode_sum_max_abs_reward_per_step 39.699999, mean_reward_over_100_episodes_from_training 27.26±12.89, mean_exploration_ratio_over_100_episodes_from_training 0.0142±0.0020, mean_reward_over_100_episodes_from_eval 28.03±12.92
2025-12-30 13:20:26,544 | INFO | [default | seed 20] elapsed_time 00:52:06, episode 0053, episode_env_steps 1001, episode_sum_max_reward_per_step 39.699999, episode_sum_max_abs_reward_per_step 39.699999, mean_reward_over_100_episodes_from_training 27.39±12.80, mean_exploration_ratio_over_100_episodes_from_training 0.0141±0.0020, mean_reward_over_100_episodes_from_eval 28.16±12.83
2025-12-30 13:21:23,077 | INFO | [default | seed 20] elapsed_time 00:53:02, episode 0054, episode_env_steps 1001, episode_sum_max_reward_per_step 39.719999, episode_sum_max_abs_reward_per_step 39.719999, mean_reward_over_100_episodes_from_training 27.53±12.73, mean_exploration_ratio_over_100_episodes_from_training 0.0141±0.0020, mean_reward_over_100_episodes_from_eval 28.26±12.73
2025-12-30 13:22:21,569 | INFO | [default | seed 20] elapsed_time 00:54:01, episode 0055, episode_env_steps 1001, episode_sum_max_reward_per_step 39.709999, episode_sum_max_abs_reward_per_step 39.709999, mean_reward_over_100_episodes_from_training 27.68±12.66, mean_exploration_ratio_over_100_episodes_from_training 0.0140±0.0020, mean_reward_over_100_episodes_from_eval 28.44±12.69
2025-12-30 13:23:19,142 | INFO | [default | seed 20] elapsed_time 00:54:58, episode 0056, episode_env_steps 1001, episode_sum_max_reward_per_step 39.729999, episode_sum_max_abs_reward_per_step 39.729999, mean_reward_over_100_episodes_from_training 27.82±12.59, mean_exploration_ratio_over_100_episodes_from_training 0.0140±0.0020, mean_reward_over_100_episodes_from_eval 28.59±12.63
2025-12-30 13:24:16,528 | INFO | [default | seed 20] elapsed_time 00:55:56, episode 0057, episode_env_steps 1001, episode_sum_max_reward_per_step 39.659999, episode_sum_max_abs_reward_per_step 39.659999, mean_reward_over_100_episodes_from_training 27.93±12.51, mean_exploration_ratio_over_100_episodes_from_training 0.0139±0.0020, mean_reward_over_100_episodes_from_eval 28.73±12.56
2025-12-30 13:25:13,151 | INFO | [default | seed 20] elapsed_time 00:56:52, episode 0058, episode_env_steps 1001, episode_sum_max_reward_per_step 39.749999, episode_sum_max_abs_reward_per_step 39.749999, mean_reward_over_100_episodes_from_training 27.99±12.41, mean_exploration_ratio_over_100_episodes_from_training 0.0139±0.0020, mean_reward_over_100_episodes_from_eval 28.73±12.45
2025-12-30 13:26:10,819 | INFO | [default | seed 20] elapsed_time 00:57:50, episode 0059, episode_env_steps 1001, episode_sum_max_reward_per_step 39.649999, episode_sum_max_abs_reward_per_step 39.649999, mean_reward_over_100_episodes_from_training 28.08±12.32, mean_exploration_ratio_over_100_episodes_from_training 0.0138±0.0020, mean_reward_over_100_episodes_from_eval 28.80±12.36
2025-12-30 13:27:08,075 | INFO | [default | seed 20] elapsed_time 00:58:47, episode 0060, episode_env_steps 1001, episode_sum_max_reward_per_step 39.639999, episode_sum_max_abs_reward_per_step 39.639999, mean_reward_over_100_episodes_from_training 28.14±12.23, mean_exploration_ratio_over_100_episodes_from_training 0.0138±0.0021, mean_reward_over_100_episodes_from_eval 28.91±12.29
2025-12-30 13:28:05,058 | INFO | [default | seed 20] elapsed_time 00:59:44, episode 0061, episode_env_steps 1001, episode_sum_max_reward_per_step 39.659999, episode_sum_max_abs_reward_per_step 39.659999, mean_reward_over_100_episodes_from_training 28.23±12.15, mean_exploration_ratio_over_100_episodes_from_training 0.0137±0.0021, mean_reward_over_100_episodes_from_eval 28.90±12.19
2025-12-30 13:29:01,549 | INFO | [default | seed 20] elapsed_time 01:00:41, episode 0062, episode_env_steps 1001, episode_sum_max_reward_per_step 39.669999, episode_sum_max_abs_reward_per_step 39.669999, mean_reward_over_100_episodes_from_training 28.32±12.08, mean_exploration_ratio_over_100_episodes_from_training 0.0137±0.0021, mean_reward_over_100_episodes_from_eval 28.97±12.11
2025-12-30 13:30:01,617 | INFO | [default | seed 20] elapsed_time 01:01:41, episode 0063, episode_env_steps 1001, episode_sum_max_reward_per_step 39.609999, episode_sum_max_abs_reward_per_step 39.609999, mean_reward_over_100_episodes_from_training 28.37±11.99, mean_exploration_ratio_over_100_episodes_from_training 0.0137±0.0021, mean_reward_over_100_episodes_from_eval 29.02±12.02
2025-12-30 13:30:58,093 | INFO | [default | seed 20] elapsed_time 01:02:37, episode 0064, episode_env_steps 1001, episode_sum_max_reward_per_step 39.649999, episode_sum_max_abs_reward_per_step 39.649999, mean_reward_over_100_episodes_from_training 28.46±11.92, mean_exploration_ratio_over_100_episodes_from_training 0.0136±0.0021, mean_reward_over_100_episodes_from_eval 29.10±11.94
2025-12-30 13:31:54,627 | INFO | [default | seed 20] elapsed_time 01:03:34, episode 0065, episode_env_steps 1001, episode_sum_max_reward_per_step 39.689999, episode_sum_max_abs_reward_per_step 39.689999, mean_reward_over_100_episodes_from_training 28.54±11.85, mean_exploration_ratio_over_100_episodes_from_training 0.0136±0.0021, mean_reward_over_100_episodes_from_eval 29.17±11.86
2025-12-30 13:32:51,032 | INFO | [default | seed 20] elapsed_time 01:04:30, episode 0066, episode_env_steps 1001, episode_sum_max_reward_per_step 39.709999, episode_sum_max_abs_reward_per_step 39.709999, mean_reward_over_100_episodes_from_training 28.64±11.79, mean_exploration_ratio_over_100_episodes_from_training 0.0135±0.0021, mean_reward_over_100_episodes_from_eval 29.27±11.80
2025-12-30 13:33:47,120 | INFO | [default | seed 20] elapsed_time 01:05:26, episode 0067, episode_env_steps 1001, episode_sum_max_reward_per_step 39.669999, episode_sum_max_abs_reward_per_step 39.669999, mean_reward_over_100_episodes_from_training 28.77±11.74, mean_exploration_ratio_over_100_episodes_from_training 0.0135±0.0021, mean_reward_over_100_episodes_from_eval 29.39±11.76
2025-12-30 13:34:46,166 | INFO | [default | seed 20] elapsed_time 01:06:25, episode 0068, episode_env_steps 1001, episode_sum_max_reward_per_step 39.609999, episode_sum_max_abs_reward_per_step 39.609999, mean_reward_over_100_episodes_from_training 28.89±11.70, mean_exploration_ratio_over_100_episodes_from_training 0.0135±0.0021, mean_reward_over_100_episodes_from_eval 29.50±11.71
2025-12-30 13:35:42,945 | INFO | [default | seed 20] elapsed_time 01:07:22, episode 0069, episode_env_steps 1001, episode_sum_max_reward_per_step 39.749999, episode_sum_max_abs_reward_per_step 39.749999, mean_reward_over_100_episodes_from_training 29.00±11.65, mean_exploration_ratio_over_100_episodes_from_training 0.0134±0.0021, mean_reward_over_100_episodes_from_eval 29.58±11.64
2025-12-30 13:36:39,024 | INFO | [default | seed 20] elapsed_time 01:08:18, episode 0070, episode_env_steps 1001, episode_sum_max_reward_per_step 39.619999, episode_sum_max_abs_reward_per_step 39.619999, mean_reward_over_100_episodes_from_training 29.07±11.59, mean_exploration_ratio_over_100_episodes_from_training 0.0134±0.0021, mean_reward_over_100_episodes_from_eval 29.67±11.58
2025-12-30 13:37:36,801 | INFO | [default | seed 20] elapsed_time 01:09:16, episode 0071, episode_env_steps 1001, episode_sum_max_reward_per_step 39.669999, episode_sum_max_abs_reward_per_step 39.669999, mean_reward_over_100_episodes_from_training 29.09±11.51, mean_exploration_ratio_over_100_episodes_from_training 0.0134±0.0021, mean_reward_over_100_episodes_from_eval 29.73±11.51
2025-12-30 13:38:32,807 | INFO | [default | seed 20] elapsed_time 01:10:12, episode 0072, episode_env_steps 1001, episode_sum_max_reward_per_step 39.689999, episode_sum_max_abs_reward_per_step 39.689999, mean_reward_over_100_episodes_from_training 29.17±11.45, mean_exploration_ratio_over_100_episodes_from_training 0.0133±0.0021, mean_reward_over_100_episodes_from_eval 29.83±11.46
2025-12-30 13:39:29,543 | INFO | [default | seed 20] elapsed_time 01:11:09, episode 0073, episode_env_steps 1001, episode_sum_max_reward_per_step 39.649999, episode_sum_max_abs_reward_per_step 39.649999, mean_reward_over_100_episodes_from_training 29.23±11.38, mean_exploration_ratio_over_100_episodes_from_training 0.0133±0.0021, mean_reward_over_100_episodes_from_eval 29.90±11.40
2025-12-30 13:40:25,596 | INFO | [default | seed 20] elapsed_time 01:12:05, episode 0074, episode_env_steps 1001, episode_sum_max_reward_per_step 39.719999, episode_sum_max_abs_reward_per_step 39.719999, mean_reward_over_100_episodes_from_training 29.28±11.31, mean_exploration_ratio_over_100_episodes_from_training 0.0133±0.0022, mean_reward_over_100_episodes_from_eval 29.99±11.36
2025-12-30 13:41:23,601 | INFO | [default | seed 20] elapsed_time 01:13:03, episode 0075, episode_env_steps 1001, episode_sum_max_reward_per_step 39.709999, episode_sum_max_abs_reward_per_step 39.709999, mean_reward_over_100_episodes_from_training 29.35±11.25, mean_exploration_ratio_over_100_episodes_from_training 0.0132±0.0022, mean_reward_over_100_episodes_from_eval 30.10±11.32
2025-12-30 13:42:19,415 | INFO | [default | seed 20] elapsed_time 01:13:59, episode 0076, episode_env_steps 1001, episode_sum_max_reward_per_step 39.729999, episode_sum_max_abs_reward_per_step 39.729999, mean_reward_over_100_episodes_from_training 29.39±11.18, mean_exploration_ratio_over_100_episodes_from_training 0.0132±0.0022, mean_reward_over_100_episodes_from_eval 30.16±11.26
2025-12-30 13:43:15,446 | INFO | [default | seed 20] elapsed_time 01:14:55, episode 0077, episode_env_steps 1001, episode_sum_max_reward_per_step 39.639999, episode_sum_max_abs_reward_per_step 39.639999, mean_reward_over_100_episodes_from_training 29.44±11.12, mean_exploration_ratio_over_100_episodes_from_training 0.0132±0.0022, mean_reward_over_100_episodes_from_eval 30.18±11.19
2025-12-30 13:44:12,907 | INFO | [default | seed 20] elapsed_time 01:15:52, episode 0078, episode_env_steps 1001, episode_sum_max_reward_per_step 39.669999, episode_sum_max_abs_reward_per_step 39.669999, mean_reward_over_100_episodes_from_training 29.50±11.06, mean_exploration_ratio_over_100_episodes_from_training 0.0132±0.0022, mean_reward_over_100_episodes_from_eval 30.21±11.12
2025-12-30 13:45:08,908 | INFO | [default | seed 20] elapsed_time 01:16:48, episode 0079, episode_env_steps 1001, episode_sum_max_reward_per_step 39.689999, episode_sum_max_abs_reward_per_step 39.689999, mean_reward_over_100_episodes_from_training 29.54±11.00, mean_exploration_ratio_over_100_episodes_from_training 0.0131±0.0022, mean_reward_over_100_episodes_from_eval 30.26±11.06
2025-12-30 13:46:04,522 | INFO | [default | seed 20] elapsed_time 01:17:44, episode 0080, episode_env_steps 1001, episode_sum_max_reward_per_step 39.659999, episode_sum_max_abs_reward_per_step 39.659999, mean_reward_over_100_episodes_from_training 29.58±10.94, mean_exploration_ratio_over_100_episodes_from_training 0.0131±0.0022, mean_reward_over_100_episodes_from_eval 30.30±11.00
2025-12-30 13:47:00,129 | INFO | [default | seed 20] elapsed_time 01:18:39, episode 0081, episode_env_steps 1001, episode_sum_max_reward_per_step 39.609999, episode_sum_max_abs_reward_per_step 39.609999, mean_reward_over_100_episodes_from_training 29.66±10.89, mean_exploration_ratio_over_100_episodes_from_training 0.0131±0.0022, mean_reward_over_100_episodes_from_eval 30.37±10.95
2025-12-30 13:47:56,507 | INFO | [default | seed 20] elapsed_time 01:19:36, episode 0082, episode_env_steps 1001, episode_sum_max_reward_per_step 39.669999, episode_sum_max_abs_reward_per_step 39.669999, mean_reward_over_100_episodes_from_training 29.74±10.85, mean_exploration_ratio_over_100_episodes_from_training 0.0130±0.0022, mean_reward_over_100_episodes_from_eval 30.45±10.90
2025-12-30 13:48:54,249 | INFO | [default | seed 20] elapsed_time 01:20:33, episode 0083, episode_env_steps 1001, episode_sum_max_reward_per_step 39.599999, episode_sum_max_abs_reward_per_step 39.599999, mean_reward_over_100_episodes_from_training 29.80±10.81, mean_exploration_ratio_over_100_episodes_from_training 0.0130±0.0022, mean_reward_over_100_episodes_from_eval 30.48±10.84
2025-12-30 13:49:50,627 | INFO | [default | seed 20] elapsed_time 01:21:30, episode 0084, episode_env_steps 1001, episode_sum_max_reward_per_step 39.669999, episode_sum_max_abs_reward_per_step 39.669999, mean_reward_over_100_episodes_from_training 29.87±10.76, mean_exploration_ratio_over_100_episodes_from_training 0.0130±0.0022, mean_reward_over_100_episodes_from_eval 30.55±10.80
2025-12-30 13:50:47,952 | INFO | [default | seed 20] elapsed_time 01:22:27, episode 0085, episode_env_steps 1001, episode_sum_max_reward_per_step 39.719999, episode_sum_max_abs_reward_per_step 39.719999, mean_reward_over_100_episodes_from_training 29.94±10.71, mean_exploration_ratio_over_100_episodes_from_training 0.0130±0.0022, mean_reward_over_100_episodes_from_eval 30.59±10.74
2025-12-30 13:51:44,103 | INFO | [default | seed 20] elapsed_time 01:23:23, episode 0086, episode_env_steps 1001, episode_sum_max_reward_per_step 39.699999, episode_sum_max_abs_reward_per_step 39.699999, mean_reward_over_100_episodes_from_training 30.00±10.67, mean_exploration_ratio_over_100_episodes_from_training 0.0129±0.0022, mean_reward_over_100_episodes_from_eval 30.67±10.70
2025-12-30 13:52:41,385 | INFO | [default | seed 20] elapsed_time 01:24:20, episode 0087, episode_env_steps 1001, episode_sum_max_reward_per_step 39.709999, episode_sum_max_abs_reward_per_step 39.709999, mean_reward_over_100_episodes_from_training 30.07±10.63, mean_exploration_ratio_over_100_episodes_from_training 0.0129±0.0022, mean_reward_over_100_episodes_from_eval 30.72±10.65
2025-12-30 13:53:38,175 | INFO | [default | seed 20] elapsed_time 01:25:17, episode 0088, episode_env_steps 1001, episode_sum_max_reward_per_step 39.629999, episode_sum_max_abs_reward_per_step 39.629999, mean_reward_over_100_episodes_from_training 30.13±10.58, mean_exploration_ratio_over_100_episodes_from_training 0.0129±0.0022, mean_reward_over_100_episodes_from_eval 30.77±10.60
2025-12-30 13:54:33,209 | INFO | [default | seed 20] elapsed_time 01:26:12, episode 0089, episode_env_steps 1001, episode_sum_max_reward_per_step 39.619999, episode_sum_max_abs_reward_per_step 39.619999, mean_reward_over_100_episodes_from_training 30.13±10.52, mean_exploration_ratio_over_100_episodes_from_training 0.0129±0.0022, mean_reward_over_100_episodes_from_eval 30.70±10.57
2025-12-30 13:55:28,374 | INFO | [default | seed 20] elapsed_time 01:27:07, episode 0090, episode_env_steps 1001, episode_sum_max_reward_per_step 39.529999, episode_sum_max_abs_reward_per_step 39.529999, mean_reward_over_100_episodes_from_training 30.11±10.47, mean_exploration_ratio_over_100_episodes_from_training 0.0128±0.0022, mean_reward_over_100_episodes_from_eval 30.72±10.51
2025-12-30 13:56:24,982 | INFO | [default | seed 20] elapsed_time 01:28:04, episode 0091, episode_env_steps 1001, episode_sum_max_reward_per_step 39.719999, episode_sum_max_abs_reward_per_step 39.719999, mean_reward_over_100_episodes_from_training 30.15±10.42, mean_exploration_ratio_over_100_episodes_from_training 0.0128±0.0022, mean_reward_over_100_episodes_from_eval 30.76±10.47
2025-12-30 13:57:21,769 | INFO | [default | seed 20] elapsed_time 01:29:01, episode 0092, episode_env_steps 1001, episode_sum_max_reward_per_step 39.719999, episode_sum_max_abs_reward_per_step 39.719999, mean_reward_over_100_episodes_from_training 30.19±10.36, mean_exploration_ratio_over_100_episodes_from_training 0.0128±0.0022, mean_reward_over_100_episodes_from_eval 30.80±10.42
2025-12-30 13:58:17,936 | INFO | [default | seed 20] elapsed_time 01:29:57, episode 0093, episode_env_steps 1001, episode_sum_max_reward_per_step 39.719999, episode_sum_max_abs_reward_per_step 39.719999, mean_reward_over_100_episodes_from_training 30.24±10.32, mean_exploration_ratio_over_100_episodes_from_training 0.0128±0.0022, mean_reward_over_100_episodes_from_eval 30.87±10.38
2025-12-30 13:59:13,665 | INFO | [default | seed 20] elapsed_time 01:30:53, episode 0094, episode_env_steps 1001, episode_sum_max_reward_per_step 39.729999, episode_sum_max_abs_reward_per_step 39.729999, mean_reward_over_100_episodes_from_training 30.32±10.30, mean_exploration_ratio_over_100_episodes_from_training 0.0127±0.0022, mean_reward_over_100_episodes_from_eval 30.89±10.33
2025-12-30 14:00:09,790 | INFO | [default | seed 20] elapsed_time 01:31:49, episode 0095, episode_env_steps 1001, episode_sum_max_reward_per_step 39.719999, episode_sum_max_abs_reward_per_step 39.719999, mean_reward_over_100_episodes_from_training 30.38±10.26, mean_exploration_ratio_over_100_episodes_from_training 0.0127±0.0022, mean_reward_over_100_episodes_from_eval 30.93±10.28
2025-12-30 14:01:05,396 | INFO | [default | seed 20] elapsed_time 01:32:44, episode 0096, episode_env_steps 1001, episode_sum_max_reward_per_step 39.639999, episode_sum_max_abs_reward_per_step 39.639999, mean_reward_over_100_episodes_from_training 30.42±10.22, mean_exploration_ratio_over_100_episodes_from_training 0.0127±0.0022, mean_reward_over_100_episodes_from_eval 30.95±10.23
2025-12-30 14:02:02,439 | INFO | [default | seed 20] elapsed_time 01:33:42, episode 0097, episode_env_steps 1001, episode_sum_max_reward_per_step 39.639999, episode_sum_max_abs_reward_per_step 39.639999, mean_reward_over_100_episodes_from_training 30.46±10.17, mean_exploration_ratio_over_100_episodes_from_training 0.0127±0.0022, mean_reward_over_100_episodes_from_eval 30.94±10.18
2025-12-30 14:02:59,325 | INFO | [default | seed 20] elapsed_time 01:34:38, episode 0098, episode_env_steps 1001, episode_sum_max_reward_per_step 39.699999, episode_sum_max_abs_reward_per_step 39.699999, mean_reward_over_100_episodes_from_training 30.46±10.12, mean_exploration_ratio_over_100_episodes_from_training 0.0127±0.0022, mean_reward_over_100_episodes_from_eval 30.94±10.13
2025-12-30 14:03:55,422 | INFO | [default | seed 20] Requirement met (evaluation metric): solved at episode 100 with mean_100_eval=31.00
2025-12-30 14:03:55,424 | INFO | [default | seed 20] elapsed_time 01:35:35, episode 0099, episode_env_steps 1001, episode_sum_max_reward_per_step 39.639999, episode_sum_max_abs_reward_per_step 39.639999, mean_reward_over_100_episodes_from_training 30.51±10.08, mean_exploration_ratio_over_100_episodes_from_training 0.0126±0.0022, mean_reward_over_100_episodes_from_eval 31.00±10.09
2025-12-30 14:03:55,424 | INFO | [default | seed 20] --> reached_goal_mean_reward (eval mean_100) OK
2025-12-30 14:33:02,811 | INFO | [default | seed 20] Training complete.
2025-12-30 14:33:02,811 | INFO | [default | seed 20] Solved (evaluation metric) at episode 100.
2025-12-30 14:33:02,811 | INFO | [default | seed 20] Final evaluation score 34.86±1.25 in 3888.65s training, 7482.40s wall.
2025-12-30 14:33:02,811 | INFO | [default | seed 20] Closing UnityVectorEnv (worker_id=20).
2025-12-30 14:33:02,812 | INFO | [Main] Requesting worker 20 to close Unity env.
2025-12-30 14:33:03,643 | INFO | [Main] Worker 20 joined. Unity env fully closed.
2025-12-30 14:33:03,643 | INFO | [default | seed 20] Final eval score: 34.86
2025-12-30 14:33:04,023 | INFO | [default | seed 20] Per-seed evaluation plot saved to results\continuous_control\run_20251229_225041\plots\evaluation_mean100_default_seed_20.png
2025-12-30 14:33:04,023 | INFO | [default | seed 20] Summary appended to results\continuous_control\run_20251229_225041\plots_summary.csv
2025-12-30 14:33:04,235 | INFO | [default | seed 44] Start training with hparams: {"batch_size":500,"buffer_size":100000,"exploration_noise_ratio":0.05,"hidden_dims":[256,256],"lr":0.0005,"n_warmup_batches":5,"optimizer":"Adam","target_update_every":5,"tau":0.01}
2025-12-30 14:33:04,237 | INFO | [default | seed 44] === Starting run for seed 44 ===
2025-12-30 14:33:04,237 | INFO | [default | seed 44] Hyperparameters: {"batch_size":500,"buffer_size":100000,"exploration_noise_ratio":0.05,"hidden_dims":[256,256],"lr":0.0005,"n_warmup_batches":5,"optimizer":"Adam","target_update_every":5,"tau":0.01}
2025-12-30 14:33:04,239 | INFO | [default | seed 44] Launching UnityVectorEnv with worker_id=44, seed=44
2025-12-30 14:33:04,241 | INFO | [Main] Spawning worker 44 for Unity env (seed=44). Executable: C:\Users\anhtu\pyspark\Reinforcement_Learning_Projects\deep-reinforcement-learning-master\p2_continuous-control\20_Agents_Reacher_Windows_x86_64\Reacher.exe
2025-12-30 14:33:04,275 | INFO | [Main] Worker 44 started (pid=87644).
2025-12-30 14:33:15,332 | INFO | [default | seed 44] Environment batched agents (train): 20
2025-12-30 14:33:47,324 | INFO | [default | seed 44] Environment batched agents (eval): 20
2025-12-30 14:34:03,624 | INFO | [default | seed 44] elapsed_time 00:00:59, episode 0000, episode_env_steps 1001, episode_sum_max_reward_per_step 02.170000, episode_sum_max_abs_reward_per_step 02.170000, mean_reward_over_100_episodes_from_training 00.12±00.00, mean_exploration_ratio_over_100_episodes_from_training 0.0114±0.0000, mean_reward_over_100_episodes_from_eval 00.08±00.00
2025-12-30 14:34:55,706 | INFO | [default | seed 44] elapsed_time 00:01:51, episode 0001, episode_env_steps 1001, episode_sum_max_reward_per_step 00.290000, episode_sum_max_abs_reward_per_step 00.290000, mean_reward_over_100_episodes_from_training 00.08±00.04, mean_exploration_ratio_over_100_episodes_from_training 0.0105±0.0009, mean_reward_over_100_episodes_from_eval 00.11±00.02
2025-12-30 14:35:47,967 | INFO | [default | seed 44] elapsed_time 00:02:43, episode 0002, episode_env_steps 1001, episode_sum_max_reward_per_step 00.980000, episode_sum_max_abs_reward_per_step 00.980000, mean_reward_over_100_episodes_from_training 00.07±00.04, mean_exploration_ratio_over_100_episodes_from_training 0.0106±0.0007, mean_reward_over_100_episodes_from_eval 00.09±00.03
2025-12-30 14:36:43,620 | INFO | [default | seed 44] elapsed_time 00:03:39, episode 0003, episode_env_steps 1001, episode_sum_max_reward_per_step 01.330000, episode_sum_max_abs_reward_per_step 01.330000, mean_reward_over_100_episodes_from_training 00.07±00.03, mean_exploration_ratio_over_100_episodes_from_training 0.0106±0.0006, mean_reward_over_100_episodes_from_eval 00.19±00.18
2025-12-30 14:37:41,011 | INFO | [default | seed 44] elapsed_time 00:04:36, episode 0004, episode_env_steps 1001, episode_sum_max_reward_per_step 05.700000, episode_sum_max_abs_reward_per_step 05.700000, mean_reward_over_100_episodes_from_training 00.13±00.12, mean_exploration_ratio_over_100_episodes_from_training 0.0108±0.0007, mean_reward_over_100_episodes_from_eval 00.20±00.16
2025-12-30 14:38:35,741 | INFO | [default | seed 44] elapsed_time 00:05:31, episode 0005, episode_env_steps 1001, episode_sum_max_reward_per_step 06.230000, episode_sum_max_abs_reward_per_step 06.230000, mean_reward_over_100_episodes_from_training 00.16±00.14, mean_exploration_ratio_over_100_episodes_from_training 0.0112±0.0011, mean_reward_over_100_episodes_from_eval 00.34±00.35
